label	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26
-0.735567	-0.316064	-0.728797	0.256666	0.737882	0.939504	0.070687	0.355315	-0.473331	0.234423	-0.432067	0.334647	0.671846	0.820845	0.364322	-0.587969	0.561657	-1.361053	-0.681715	-1.422671	0.964257	0.928429	2.062448	-0.486501	-0.237405	-0.473081
-1.001033	-0.317870	-1.409548	0.121487	0.773854	0.940740	-0.121244	0.204265	-0.792619	-0.022951	-0.437755	0.174050	0.538900	0.696268	0.335666	-0.582324	0.463001	-1.361053	-2.009018	-2.896128	0.945921	0.847804	2.056164	-0.801879	-0.442653	-0.792607
-1.064730	-0.310759	-1.323480	0.147685	0.737996	0.939977	-0.122347	0.232143	-0.918785	0.058325	-0.436419	0.201550	0.631229	0.743892	0.361656	-0.621544	0.464156	-1.361053	-2.059413	-3.074408	0.997688	0.893325	2.059582	-0.772609	-0.705465	-0.918770
-0.864690	-0.308015	-1.132349	0.278841	0.660270	0.941881	0.072156	0.378642	-0.694403	0.226387	-0.435428	0.358807	0.747030	0.877536	0.367799	-0.659220	0.589475	-1.361053	-1.128220	-1.481585	0.961595	0.891630	2.063190	-0.702663	-0.523057	-0.694391
-1.002229	-0.313105	-1.379981	0.231294	0.841473	0.940631	-0.048883	0.326394	-1.072485	0.104732	-0.439134	0.296743	0.680324	0.814028	0.226715	-0.656027	0.513857	-1.361053	-1.118646	-2.583264	1.085850	0.960391	2.062628	-0.555578	-0.695660	-1.072468
-0.693918	-0.324474	-0.677878	0.259187	0.824790	0.940280	0.072265	0.360137	-0.464805	0.221655	-0.436376	0.337262	0.665796	0.810529	0.274946	-0.625858	0.556125	-1.361053	-0.695333	-1.434472	1.025498	0.993563	2.062371	-0.458844	-0.219755	-0.464797
-1.365667	-1.179799	0.169684	-1.965451	-1.399806	0.937552	-1.829457	-1.951705	-2.092643	-1.277998	2.550179	-1.948477	-1.136326	-0.935499	0.326350	0.333365	-0.594395	-1.390019	-1.946825	-1.830741	0.519324	0.814632	1.951262	1.429706	-2.869508	-2.092613
-2.084563	-1.796509	-0.010241	-2.054290	-1.711560	0.939540	-2.031448	-1.919332	-1.780373	-1.566288	-0.434351	-1.910716	-1.366458	-1.160012	0.343400	0.132303	-0.746456	-1.361053	-1.839677	-1.050326	0.311646	0.635942	1.987200	-0.936934	-1.771406	-1.780347
-2.052847	-1.809621	0.061524	-2.058885	-1.629776	0.940898	-2.035451	-1.921679	-1.741053	-1.687555	-0.432799	-1.918443	-1.390593	-1.180635	0.266330	-0.269316	-0.872593	-1.361053	-2.967530	-2.027599	0.277032	0.634005	1.984544	-1.171080	-1.775630	-1.740821
-2.187142	-1.787482	-0.023340	-2.051576	-1.732650	0.940765	-2.035561	-1.918221	-1.731139	-1.845893	-0.435730	-1.919791	-1.417573	-1.209395	0.259802	-0.374356	-0.920968	-1.361053	-2.776258	-2.043082	0.250406	0.576620	1.981736	-0.933833	-1.700838	-1.731114
-2.277982	-1.791809	-0.074285	-2.019336	-1.791569	0.939359	-1.975136	-1.881138	-1.769278	-1.602195	-0.435428	-1.873343	-1.359573	-1.189451	0.161110	-0.317311	-0.890674	-1.361053	-1.622854	-1.257209	0.262831	0.655555	1.983916	-0.834618	-1.429005	-1.769252
-2.035588	-1.783622	-0.014341	-2.048455	-1.717929	0.939880	-2.038498	-1.915547	-1.759329	-1.566483	-0.433402	-1.908738	-1.365272	-1.154074	0.352148	-0.007849	-0.803828	-1.361053	-2.041529	-1.250659	0.297150	0.641754	1.985906	-0.949832	-1.738399	-1.759304
0.412325	1.340916	-0.435450	0.896678	0.088653	0.091413	0.647336	0.717392	0.542931	0.578129	-0.698353	0.712954	0.775546	0.727018	0.113771	-0.531278	0.437579	0.748596	0.503889	0.414687	0.298037	0.153871	-0.766194	1.588201	0.609138	0.539236
-0.110367	1.331062	-0.484407	0.827425	0.110686	0.087119	0.644399	0.642257	0.773235	0.821829	-0.694862	0.640423	0.783322	0.746831	0.290415	-0.154284	0.511626	0.751717	0.503889	0.805069	0.374063	0.253625	-0.683293	1.640784	0.649083	0.773201
0.445769	1.316048	-0.427902	0.894067	0.047076	0.089060	0.645057	0.720745	0.532086	0.602823	-0.693957	0.715918	0.813679	0.745461	0.181333	-0.492720	0.428001	0.748477	0.503889	0.408940	0.326438	0.161861	-0.731103	1.634087	0.609953	0.528046
-0.038170	1.318719	-0.490352	0.833191	0.098645	0.087119	0.649163	0.650931	0.718079	0.823254	-0.696629	0.652868	0.855367	0.768773	0.346634	-0.328112	0.504774	0.753546	0.503889	1.091422	0.308983	0.223121	-0.655028	1.493203	0.658798	0.715960
0.185286	1.317347	-0.380573	0.834582	0.102939	0.088537	0.648052	0.654408	0.750295	0.853781	-0.690639	0.653286	0.812076	0.805781	0.446522	-0.140459	0.547128	0.753516	0.503889	1.283805	0.359271	0.255804	-0.682370	1.690762	0.663083	0.745882
-0.128169	1.334672	-0.498994	0.840018	0.114178	0.088611	0.645612	0.657229	0.740002	0.707497	-0.693182	0.654828	0.857501	0.786717	0.373638	-0.306050	0.508655	0.754837	0.503889	1.026198	0.407494	0.253867	-0.649915	1.465794	0.641633	0.739632
-3.078699	-0.381608	0.901354	-2.090822	-1.752701	0.934301	-2.228603	-2.263140	-1.772760	-1.730784	-0.443401	-2.270443	-1.267319	-1.066374	0.436071	0.716670	-0.614291	-1.392146	-3.662263	-2.879502	0.159291	0.530130	1.943941	0.227846	-3.472369	-1.772735
0.741345	-0.654109	-0.077964	0.117457	-0.127531	0.092031	0.550895	0.271849	1.371191	0.159694	0.044612	0.271085	0.336820	0.301485	0.298018	0.150162	0.387885	0.768180	0.503889	-0.073839	0.077046	0.087526	-0.896868	-0.472858	0.730242	1.369493
0.749894	-0.220022	0.512094	0.510822	0.925031	0.088077	0.881413	0.620418	1.308673	0.677942	0.054481	0.620407	0.720467	0.661081	0.064141	-0.427714	0.545807	0.782045	0.503889	1.045078	0.298333	0.188738	-0.790728	-0.402044	0.858647	1.306735
-0.434631	0.534099	-0.112856	-0.072688	-0.436133	-2.972260	-0.500219	-0.197058	-1.091321	-1.708942	-0.934818	-0.163588	-2.140627	-2.466061	-3.678449	-2.277251	-3.360694	0.474491	0.503889	1.096721	-3.227743	-3.103202	-0.762558	-0.013617	-0.376218	-1.088408
-0.379753	0.541715	-0.168179	-0.069388	-0.411070	-2.974298	-0.503982	-0.193915	-1.096537	-1.710887	-0.931456	-0.160536	-2.128707	-2.448867	-3.554091	-2.200283	-3.320987	0.474387	0.503889	0.718281	-3.268274	-3.168089	-0.763719	0.026191	-0.432363	-1.101485
-0.781579	-0.429792	-0.453652	-0.998552	-0.992832	0.090976	-1.076627	-1.029160	-0.937457	-0.748925	-0.434738	-1.022666	-1.082366	-1.021120	0.341626	3.384928	0.389865	0.703391	0.501580	0.492892	-0.317304	0.042010	-0.464987	-0.898239	-0.074546	-0.934813
-0.695634	-0.419723	-0.428159	-0.987164	-1.022339	0.093692	-1.075166	-1.018620	-0.913009	-0.998328	-0.437927	-1.020282	-1.077919	-1.050629	0.331104	2.989375	0.257370	0.704384	0.236233	-0.351472	-0.363746	-0.082688	-0.585883	-0.946235	-0.038886	-0.909201
-0.583399	-0.410050	-0.434188	-0.994439	-0.995710	0.090976	-1.074260	-1.027394	-0.836810	-0.925348	-0.433963	-1.023427	-1.068198	-1.036874	0.312412	2.939484	0.229632	0.704106	0.192097	-0.250857	-0.358722	-0.068160	-0.547974	-1.018786	-0.075965	-0.835960
-0.857060	-0.420733	-0.453710	-0.989989	-0.970081	0.090782	-1.074253	-1.021072	-0.921638	-0.708093	-0.436161	-1.012312	-1.056278	-1.018121	0.307972	2.942536	0.222119	0.702039	0.503889	0.362436	-0.219379	0.067192	-0.450678	-0.840075	-0.105953	-0.920650
-0.795062	-0.438346	-0.345314	-1.038135	-1.049090	0.088634	-1.078132	-1.069818	-0.776128	-0.805572	-0.437841	-1.062143	-1.043115	-0.996998	0.343278	3.030771	0.215518	0.700658	0.503889	0.042868	-0.311387	-0.031840	-0.640976	-0.847144	-0.027451	-0.780348
1.076140	0.751233	-0.609887	0.909939	0.509441	0.092613	0.848874	0.859824	0.993712	0.747033	-0.931154	0.852897	0.807989	0.756148	0.174997	-0.378070	0.623650	0.772474	0.503889	0.483955	0.322001	0.130142	-0.711339	0.452319	0.680188	0.992132
0.563962	0.774873	-0.612473	0.764668	0.383968	0.088963	0.725702	0.691442	0.852547	0.633415	-0.931456	0.689998	0.647768	0.586946	0.093102	-0.383860	0.505434	0.765308	0.503889	0.474658	0.292416	0.191643	-0.722392	0.443885	0.736457	0.848347
0.631873	0.754192	-0.944507	0.516347	0.161076	0.087362	0.535313	0.418226	0.920030	0.552593	-0.439177	0.417176	0.534689	0.559066	0.787463	0.367989	0.605325	0.779560	0.503889	0.433357	0.228809	0.152660	-0.776076	0.295436	0.524089	0.916968
0.678749	0.764551	-0.647686	0.570176	0.141410	0.088550	0.503987	0.476487	0.783641	0.454790	-0.927060	0.473654	0.441184	0.444495	0.376233	-0.076401	0.451448	0.758953	0.503889	0.399452	0.233543	0.135226	-0.734616	0.323462	0.903719	0.782227
0.512008	0.759678	-0.790238	0.699273	0.286341	0.087447	0.502481	0.621689	0.295014	0.791819	-0.688484	0.621218	0.562978	0.552258	0.329715	-0.027251	0.449382	0.761383	0.503889	1.207871	0.323184	0.297451	-0.708855	0.473774	0.682661	0.290926
0.259172	0.753001	-0.772125	0.713036	0.278066	0.089471	0.499954	0.638978	0.321454	0.682933	-0.916459	0.635317	0.553608	0.543691	0.333577	-0.068860	0.451613	0.758888	0.503889	1.010351	0.289162	0.221184	-0.710444	0.443885	0.646366	0.319288
-0.953753	-0.078430	-0.583400	-0.988549	-1.345218	0.090538	-1.078234	-1.090231	-0.926880	-0.923404	0.057282	-1.084231	-1.028112	-1.001806	0.327749	2.763126	0.156331	0.710522	-0.289049	-0.740716	-0.303103	-0.110771	-0.630980	-0.644128	-0.304444	-0.932339
-0.898261	-0.092542	-0.624195	-0.987654	-1.380528	0.089545	-1.077760	-1.086792	-0.762921	-0.606012	0.057454	-1.077053	-1.015727	-0.957741	0.375787	2.805156	0.203299	0.715208	0.493996	0.575120	-0.198966	0.018765	-0.375935	-0.392866	-0.245280	-0.769796
-0.802852	-0.079188	-0.619338	-0.988232	-1.382283	0.091666	-1.077132	-1.090675	-0.784930	-0.641465	0.060600	-1.078370	-1.039739	-0.980494	0.336679	2.791404	0.185304	0.715466	0.503889	0.625110	-0.232100	-0.024092	-0.309380	-0.391998	-0.197219	-0.790589
0.379286	-2.071109	2.010062	-2.214462	-2.324706	0.940595	-1.648937	-2.040159	-1.219814	-1.532909	2.439768	-2.037590	-1.513098	-1.261896	0.260309	1.512721	-0.321227	-1.381477	-1.883835	-1.372070	0.465480	0.797682	0.023872	1.501760	-0.625302	-1.219796
-2.098306	-0.089294	-0.759804	-1.500732	-1.328581	0.942014	-1.791651	-1.663991	-1.560456	-1.303664	-0.446417	-1.664950	-1.022365	-0.804734	0.341687	-0.041670	-0.498141	-1.379772	-1.876340	-1.331459	0.447433	0.749014	1.998653	0.474518	-1.918334	-1.560433
-1.901272	-0.101891	-0.838670	-1.614887	-1.406204	0.938389	-1.907202	-1.789245	-1.597879	-1.349746	-0.446676	-1.799521	-1.098677	-0.901551	0.344991	-0.060719	-0.583087	-1.383057	-1.928128	-1.210161	0.448321	0.733517	1.995930	0.495600	-1.739608	-1.597856
-2.129867	-0.094095	-0.802018	-1.553032	-1.413574	0.938825	-1.840539	-1.721580	-1.582198	-1.350264	-0.447624	-1.726853	-1.059246	-0.845050	0.367617	0.078557	-0.517457	-1.381745	-1.988088	-1.343810	0.453350	0.743202	1.997482	0.477619	-1.837781	-1.582174
-2.087094	-0.084386	-0.874351	-1.660677	-1.413159	0.941845	-1.934759	-1.844363	-1.551559	-1.458763	-0.443358	-1.851492	-1.136449	-0.937808	0.327110	-0.081170	-0.609089	-1.382198	-1.951678	-0.868979	0.421103	0.716815	1.992817	0.572243	-1.632805	-1.551537
-2.140221	-0.097017	-0.866198	-1.661930	-1.391116	0.941807	-1.935979	-1.843091	-1.592500	-1.434977	-0.446547	-1.850743	-1.173387	-0.955182	0.313486	-0.065387	-0.609254	-1.384493	-2.062176	-1.273205	0.410748	0.699139	1.991351	0.538139	-1.646530	-1.592476
-1.977694	-0.083844	-0.844147	-1.647988	-1.397900	0.942281	-1.935438	-1.830279	-1.604784	-1.408208	-0.447753	-1.835995	-1.138403	-0.936929	0.318686	-0.074538	-0.627830	-1.385403	-1.944767	-1.189280	0.440037	0.736907	1.993322	0.505521	-1.678845	-1.604761
-2.092874	-0.071825	-0.892028	-1.664045	-1.323958	0.941056	-1.934839	-1.850982	-1.553465	-1.439448	-0.445771	-1.852628	-1.152988	-0.956182	0.266137	-0.152421	-0.636498	-1.383524	-1.886838	-1.025001	0.381755	0.671294	1.990342	0.417096	-1.704459	-1.553356
0.420958	-0.379407	3.821426	-0.037052	-0.329126	0.939625	0.107083	0.039483	-0.406520	0.219906	1.549848	0.022617	0.388115	0.462619	0.328884	0.213906	0.686474	-1.292805	-0.221574	-0.708637	1.009528	1.039084	0.037353	0.875469	0.023566	-0.406512
-1.031752	-0.089221	-0.524640	-0.927659	-1.192379	0.090903	-1.075268	-1.021028	-0.819404	-0.819701	-0.437540	-1.020119	-1.011099	-0.981813	0.263289	2.479591	0.086898	0.705682	0.362296	-0.318710	-0.294228	-0.053390	-0.675182	-0.991999	-0.223164	-0.812607
-1.082288	0.043779	-0.793360	-0.978091	-1.434673	0.095535	-1.077606	-1.106550	-0.924595	-0.729546	0.058963	-1.102686	-0.917527	-0.878359	0.370840	2.220649	0.026226	0.718716	0.350514	1.036168	-0.223817	0.040557	0.348556	-0.842679	-0.274545	-0.920675
-1.212303	0.202299	-0.815274	-0.957687	-1.157239	0.087847	-1.075582	-1.117151	-0.861250	-0.815035	0.058920	-1.114508	-0.918770	-0.900491	0.396639	2.748078	0.188110	0.719923	0.469491	-0.516534	-0.312866	-0.033535	0.303707	-0.791337	-0.276988	-0.858081
-0.732449	-0.418026	-0.383343	-1.015126	-1.099537	0.090975	-0.985637	-1.048134	-0.410994	-0.618067	-0.440427	-1.032609	-0.912074	-0.880928	0.384089	3.043468	0.272230	0.709434	0.491999	0.494766	-0.357243	-0.027724	-0.682570	-0.832137	0.004408	-0.414038
-2.130775	-0.088139	0.682910	-1.410867	-1.080107	0.940122	-1.730971	-1.563441	-1.531292	-1.164444	-0.444306	-1.573558	-0.835222	-0.666532	0.307212	-0.059631	-0.431521	-1.374381	-1.443439	-1.251727	0.490331	0.756762	2.009382	0.358312	-2.778363	-1.531269
-2.210358	-0.088536	0.276835	-1.410482	-1.155173	0.942693	-1.743967	-1.562898	-1.678845	-1.065345	-0.446331	-1.564128	-0.889656	-0.698101	0.285853	0.224959	-0.418312	-1.377675	-1.308397	-1.165231	0.515773	0.783881	2.005003	0.492003	-2.457838	-1.678821
-2.190021	-0.085396	0.028230	-1.401809	-1.151058	0.938655	-1.734017	-1.553853	-1.635647	-1.189917	-0.446590	-1.559747	-0.895583	-0.707538	0.310131	-0.105308	-0.482292	-1.378376	-1.799356	-1.288393	0.449800	0.769111	2.003261	0.478363	-2.315674	-1.635623
-2.196377	-0.086876	0.197295	-1.395058	-1.143255	0.941699	-1.736457	-1.545962	-1.680164	-1.167621	-0.445081	-1.548075	-0.894578	-0.691663	0.306644	0.041055	-0.482952	-1.377924	-1.774933	-1.466853	0.470213	0.730858	2.003679	0.453807	-2.413275	-1.680140
-1.966636	-0.086226	0.072131	-1.405522	-1.171006	0.938558	-1.731139	-1.557841	-1.648811	-1.204759	-0.447365	-1.565613	-0.892501	-0.697471	0.335412	-0.024900	-0.498722	-1.378028	-1.719931	-1.345038	0.430866	0.721415	2.001471	0.481092	-2.367988	-1.648786
-2.164307	-0.115209	0.239699	-1.408368	-1.148435	0.939188	-1.741973	-1.554847	-1.697647	-1.157251	-0.447926	-1.564465	-0.876019	-0.689974	0.305813	0.054599	-0.484107	-1.377919	-1.713743	-1.435944	0.414003	0.688243	2.004831	0.466457	-2.427485	-1.697623
1.197865	0.755600	-0.356709	0.904284	1.031179	0.091946	0.931295	0.853000	1.176464	1.087109	-0.436161	0.853571	0.868170	0.864340	0.371033	-0.129058	0.776701	0.796004	0.503889	0.836958	0.436487	0.275174	-0.761863	0.388698	0.479165	1.179649
1.377846	0.738023	-0.431754	0.897237	1.047476	0.092200	0.932311	0.846203	1.193197	0.930390	-0.437798	0.837525	0.872674	0.860402	0.290729	-0.262724	0.710411	0.796491	0.503889	0.412572	0.351289	0.215857	-0.782388	0.317509	0.465377	1.196700
1.298428	0.877052	1.266429	0.756814	0.249993	-2.973813	0.265877	0.660638	-0.640583	-1.020494	-0.938351	0.686078	-1.316234	-1.692368	-3.443174	-2.113874	-2.640433	0.520665	0.503889	0.733377	-2.841381	-2.980683	-0.817698	1.347854	0.046406	-0.634900
0.325395	1.312510	-0.082327	1.209927	0.743780	0.089703	0.836221	1.076519	0.243634	1.246420	-0.695810	1.075776	0.995417	0.980231	0.220187	-0.329554	0.664763	0.760856	0.503889	0.833642	0.551275	0.283407	-0.756541	1.378733	0.350791	0.240331
-0.647357	-0.096152	-0.690541	0.566401	1.044031	0.090175	0.750278	0.655785	0.887952	0.693562	0.058402	0.654797	0.960613	0.898659	0.292250	-0.496861	0.457555	0.834645	0.503889	-0.294311	0.332651	0.151207	-1.030987	-0.882490	0.259770	0.887942
-0.467238	-0.084602	-0.714205	0.566553	1.069112	0.089022	0.752645	0.653494	0.781201	0.734589	0.058833	0.658123	1.014222	0.926469	0.304677	-0.558922	0.462671	0.841085	0.503889	0.742256	0.301587	0.185832	-0.916489	-0.824324	0.231378	0.781192
0.348866	-0.084602	0.542213	0.643769	0.937817	0.090721	0.840041	0.740090	1.022894	0.875688	0.063531	0.742381	0.971585	0.921661	0.292381	-0.542258	0.549438	0.841751	0.503889	1.009827	0.355727	0.223847	-0.842898	-0.698943	0.268245	1.022882
-0.106309	-0.077311	-0.646019	0.575543	0.983441	0.087531	0.749000	0.662033	0.865711	0.792403	0.059350	0.665794	0.938678	0.874467	0.309807	-0.528646	0.438404	0.835310	0.503889	0.555594	0.296558	0.213435	-0.813767	-0.705392	0.351877	0.865701
-0.209945	-0.093553	-0.808331	0.567510	0.950434	0.088780	0.748803	0.656463	0.878737	0.656489	0.059178	0.652419	0.926397	0.868719	0.308854	-0.450937	0.456895	0.833124	0.503889	-0.163613	0.318746	0.167914	-0.927970	-0.650081	0.282277	0.878727
-0.251052	-0.086696	-0.733885	0.557377	0.922078	0.091873	0.748489	0.643652	0.924582	1.086396	0.060643	0.650715	1.004672	0.908535	0.339660	-0.493001	0.470348	0.835638	0.503889	1.636396	0.321705	0.204476	-0.718546	-0.673518	0.317756	0.924097
-0.494591	-0.083484	-0.770175	0.568805	0.940232	0.092006	0.749307	0.655488	1.011910	0.838161	0.058101	0.655465	0.992809	0.884593	0.322103	-0.512650	0.453594	0.833810	0.503889	0.888410	0.336793	0.217789	-0.792146	-0.561655	0.354775	1.011899
-0.208184	-0.077745	-0.638519	0.569611	0.960247	0.089678	0.749255	0.655396	0.961944	0.824031	0.058532	0.653767	0.924263	0.874907	0.319122	-0.470232	0.465727	0.833194	0.503889	1.127571	0.336201	0.246118	-0.772992	-0.660250	0.373752	0.962460
-1.556250	-1.182000	0.608811	-2.015134	-1.523260	0.934640	-1.831575	-2.006891	-1.800157	-1.549243	2.558410	-2.015465	-1.159219	-0.979184	0.327303	0.074736	-0.651602	-1.389055	-3.070648	-2.521031	0.392110	0.747319	1.948415	0.926564	-2.734527	-1.800140
-1.513361	-1.174204	0.699420	-2.047339	-1.515608	0.948757	-1.833285	-2.044858	-1.754217	-1.594028	2.549963	-2.052095	-1.195682	-0.994749	0.305306	0.035478	-0.669267	-1.389701	-3.210422	-2.564873	0.431162	0.717541	1.948082	0.761247	-2.692620	-1.754019
0.376761	1.324168	-0.544319	0.735873	0.269384	-1.952859	0.453228	0.540897	0.381050	-0.260686	-0.937231	0.564653	-0.446302	-0.536956	-0.801471	-0.801829	-1.246550	0.611087	0.503889	1.586454	-1.790271	-1.817516	-0.726629	0.664141	0.475727	0.384615
0.709707	1.320054	-0.533728	0.826708	0.387875	-1.954254	0.562796	0.644430	0.548060	-0.281557	-0.935205	0.664783	-0.323503	-0.455325	-0.801917	-0.807726	-1.215266	0.615475	0.503889	1.208201	-1.758912	-1.862305	-0.824229	0.637724	0.605579	0.548469
0.230258	1.307494	-0.712570	0.578188	0.233518	-1.955188	0.290730	0.367472	0.422352	-0.287065	-0.936240	0.397254	-0.615949	-0.743295	-0.894578	-0.688166	-1.422224	0.599791	0.503889	1.481326	-1.822518	-1.836160	-0.742089	0.692170	0.321556	0.426253
0.613651	1.326442	-0.527094	0.826398	0.302892	-1.953454	0.561335	0.642466	0.492516	-0.313120	-0.935119	0.661780	-0.326224	-0.447827	-0.789175	-0.783729	-1.206427	0.619758	0.503889	1.718614	-1.807430	-1.884097	-0.761520	0.732598	0.565060	0.490710
0.461012	1.333371	-0.529055	0.766679	0.322944	-1.955382	0.476583	0.574789	0.421886	-0.284279	-0.934645	0.600235	-0.391156	-0.508396	-0.847928	-0.904200	-1.248200	0.612572	0.503889	1.818478	-1.683773	-1.811705	-0.692413	0.635244	0.563009	0.424572
0.494068	1.323158	-0.583127	0.668038	0.140118	-1.952071	0.405807	0.466127	0.442275	-0.267492	-0.934042	0.495779	-0.524634	-0.628595	-0.786002	-0.735981	-1.303262	0.607489	0.503889	1.539334	-1.732877	-1.826233	-0.733788	0.727265	0.440940	0.445736
0.609232	1.323374	-0.539888	0.824821	0.421552	-1.953174	0.560487	0.641102	0.444456	-0.325176	-0.932059	0.662636	-0.323853	-0.463392	-0.858065	-0.831229	-1.191739	0.614864	0.503889	0.593739	-1.762462	-1.879497	-0.836244	0.636980	0.619034	0.443064
0.465071	1.330882	-0.517796	0.777385	0.319273	-1.952556	0.503344	0.586607	0.426050	-0.263927	-0.937920	0.609722	-0.360677	-0.497080	-0.881897	-0.953143	-1.278910	0.613437	0.503889	2.074833	-1.744119	-1.819695	-0.704352	0.628422	0.533079	0.428840
0.613086	1.306880	-0.517801	0.807186	0.292428	-1.952301	0.538242	0.626796	0.438490	-0.277343	-0.932318	0.649866	-0.342175	-0.469760	-0.804005	-0.840282	-1.212949	0.616384	0.503889	1.824374	-1.733469	-1.862790	-0.725496	0.660420	0.593994	0.437374
-0.482747	-0.654578	-0.600520	-1.330517	-1.622293	0.088453	-0.976995	-1.352445	0.312782	-1.178509	0.050861	-1.347029	-1.056278	-1.022629	0.400632	3.170956	0.283208	0.709240	0.005553	-0.325539	-0.485634	-0.104475	-0.788329	-0.972900	0.027549	0.316590
-0.435954	-0.661363	-0.601940	-1.322484	-1.597523	0.091145	-0.981516	-1.341077	0.252729	-1.147334	0.045431	-1.334527	-1.007894	-0.983063	0.461798	3.533114	0.473074	0.710999	-0.088428	-0.347382	-0.359906	-0.051937	-0.798154	-0.983811	-0.000842	0.257831
-0.621504	-0.662049	-0.577003	-1.284313	-1.567506	0.090041	-0.980523	-1.299950	0.130822	-1.058216	0.053102	-1.294383	-1.009790	-0.977744	0.417307	3.263438	0.343636	0.710278	0.481083	-0.137877	-0.424394	-0.078572	-0.750477	-0.898117	-0.104414	0.134857
-0.644705	-0.655156	-0.501112	-1.171434	-1.464538	0.092115	-0.978427	-1.173362	-0.395321	-0.986273	0.050559	-1.169818	-0.955593	-0.946115	0.371540	2.680474	0.117938	0.707381	0.485328	0.063181	-0.331504	-0.034019	-0.767394	-0.843547	-0.030046	-0.394539
-0.905470	-0.616247	-0.495367	-1.142542	-1.431002	0.092588	-0.979157	-1.149388	-0.388192	-0.950366	0.045818	-1.146126	-0.914863	-0.896363	0.385802	2.508184	0.054711	0.705205	0.498810	0.232370	-0.344522	-0.021671	-0.761729	-0.859918	-0.077654	-0.386254
0.509140	-2.062663	1.833790	-2.411069	-2.413265	0.944864	-1.736508	-2.262443	-1.231047	-1.631037	3.549561	-2.262029	-1.537764	-1.266015	0.302650	0.779679	-0.617757	-1.383142	-1.800040	-0.804543	0.425541	0.814389	1.935811	1.367449	-0.694937	-1.231028
-2.065566	-0.383125	-0.875765	-1.674896	-1.406770	0.939165	-2.036839	-1.796061	-2.208576	-1.491299	-0.446676	-1.803976	-1.145222	-0.941927	0.346887	-0.290261	-0.824800	-1.391838	-1.927438	-1.414976	0.403056	0.729401	1.987333	0.898907	-1.957073	-2.209596
-2.350749	-0.389008	-0.855980	-1.817453	-1.335498	0.942402	-2.032083	-1.955131	-1.659000	-1.606796	-0.445685	-1.965965	-1.221714	-1.028567	0.210618	-0.098115	-0.673399	-1.387038	-2.629164	-2.077435	0.486485	0.776859	1.985211	0.175261	-1.686628	-1.659002
-2.038805	-0.363165	-0.844179	-1.823081	-1.408412	0.939819	-2.030498	-1.966826	-1.646043	-1.685740	-0.443056	-1.975701	-1.293702	-1.088946	0.152372	-0.057420	-0.671082	-1.388533	-2.861005	-2.139732	0.415186	0.709793	1.981888	0.088820	-1.686748	-1.646019
-2.652986	-0.346743	0.873621	-1.782216	-1.513909	0.934155	-1.928220	-1.924543	-1.318014	-1.615741	-0.450598	-1.933354	-1.184720	-1.001626	0.220562	0.232606	-0.530092	-1.380995	-2.928812	-2.369154	0.375839	0.687517	1.945692	0.552030	-2.551303	-1.317994
-2.468294	-0.367929	0.813020	-1.751052	-1.515277	0.936569	-1.893526	-1.885058	-1.343557	-1.501151	-0.446417	-1.893103	-1.160224	-0.966058	0.294470	0.472955	-0.418477	-1.379156	-2.284614	-2.218893	0.338864	0.753372	1.948729	0.764224	-2.360386	-1.343537
-2.811887	-0.370709	0.929386	-1.975833	-1.725846	0.939783	-2.119597	-2.136535	-1.320677	-1.823791	-0.444263	-2.155802	-1.311843	-1.129382	0.340359	0.783152	-0.555929	-1.388573	-3.498542	-3.074945	0.239466	0.608097	1.938362	0.478115	-2.725928	-1.320658
-2.103705	-0.356669	-0.535157	-1.824734	-1.482410	0.940146	-2.032836	-1.970068	-1.610396	-1.673879	-0.445943	-1.973230	-1.312554	-1.115067	0.247698	0.233796	-0.619902	-1.388980	-2.341628	-2.193670	0.311350	0.679042	1.982307	0.497956	-1.616996	-1.610373
0.381003	0.196525	0.901806	0.089165	-0.519002	-1.950943	-0.308296	0.056685	-1.125089	-1.189463	-0.932232	0.074289	-1.483036	-1.719249	-2.867281	-1.787538	-2.340939	0.551763	0.503889	0.841695	-2.139067	-2.016544	-0.735854	0.738055	0.054338	-1.119365
0.433720	0.183639	1.013835	0.101888	-0.506593	-1.953538	-0.310071	0.074257	-1.142788	-0.947709	-0.931758	0.102849	-1.462637	-1.682242	-2.791600	-1.617355	-2.302962	0.546888	0.503889	0.628521	-2.000611	-1.916785	-0.749972	0.993285	0.054732	-1.135770
0.415565	0.206052	0.867976	0.086650	-0.318265	-1.953781	-0.309990	0.053283	-1.043019	-1.255443	-0.933525	0.076086	-1.480124	-1.710742	-2.654885	-1.690289	-2.317326	0.548528	0.503889	0.425317	-2.129896	-2.017997	-0.731646	0.736319	0.125572	-1.039434
-1.997383	-0.387059	-0.634797	-1.732148	-1.300339	0.937527	-1.934861	-1.859848	-1.554990	-1.202426	-0.442323	-1.858820	-1.192543	-0.996118	0.339153	0.302421	-0.522824	-1.383271	-1.387901	-0.503404	0.351283	0.723837	1.988714	0.614658	-1.763743	-1.554657
